"chr1"	"gene1"	"pos1"	"strand1"	"chr2"	"gene2"	"pos2"	"strand2"	"fusion_type"	"num"	"score"	"gap"	"don_dist"	"acc_dist"	"mapq"	"badfj3"	"jct_ind"	"genome"	"genome.anomaly"	"genome.pval"	"reg"	"reg.anomaly"	"reg.pval"	"junc"	"junc.anom"	"junc.pval"	"FarJunc"	"FarJunc.anom"	"FarJunc.pval"	"unaligned"	"NoPartner"	"NetPValue"	"X_1NoIndels.Indels"	"X_2NoIndels.Indels"	"BadFJ.1"	"BadFJv2.1"	"ExonL"	"ExonR"	"numReads.x"	"logsum_2.x"	"productPhat_lower.x"	"productPhat.x"	"junction_cdf.x"	"junction_cdf_lower.x"	"numReads.y"	"logsum_2.y"	"productPhat_lower.y"	"productPhat.y"	"junction_cdf.y"	"junction_cdf_lower.y"	"junction_cdf_windel_diff"	"emp_p"
"chr2"	"BMPR2"	203329587	"+"	"chr2"	"BMPR2"	203332248	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	8	0.00165562913907	"-14"	-115	6	0	"False"	35067	12	0	"0.20040623188"	1	0	"0.44884604488"	0	0	"-"	0	10	"-"	0	0	0.228783724768	"14:0"	"16:0"	0	0	63	63	"11"	"-12.8797444359658"	"2.54916568172918e-06"	"0.00379224636106931"	"0.236"	"0.064"	11	-12.8797444359658	2.54916568172918e-06	0.00379224636106931	0.216	0.039	0	0.0284301606922126
"chr4"	"ADD1"	2911150	"+"	"chr4"	"ADD1"	2927745	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	8	0.00221729490022	"-13"	819	4	0	"False"	42234	13	0	"0.616878824205"	13	0	"0.508303686197"	0	0	"-"	0	6	"-"	1	4	0.682386004978	"22:0"	"20:0"	0	0	1445	1445	"17"	"-7.90969881744298"	"0.00036716514768185"	"0.0767401513074768"	"0.678417421605276"	"0.317953964009502"	17	-7.90969881744298	0.00036716514768185	0.0767401513074768	0.678417421605276	0.317953964009502	0	0.00370828182941904
"chr2"	"SPATS2L"	201304044	"+"	"chr2"	"SPATS2L"	201304811	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	3	0	"-10"	-7	-561	0	"False"	34928	8	0	"0.393171499055"	1	0	"0.44884604488"	0	0	"-"	0	0	"-"	0	0	0.435619965482	"3:0"	"6:0"	0	0	40	40	"4"	"-3.54458720679015"	"0.0288805417409543"	"0.261475385549721"	"0.21"	"0.129"	4	-3.54458720679015	0.0288805417409543	0.261475385549721	0.207	0.12	0	0.0321384425216316
"chr15"	"MAPK6"	52311588	"+"	"chr15"	"MAPK6"	52338027	"+"	"no_fusion-acceptor_local-intrachrom_plus_reg"	2	0	"0"	15	0	0	"True"	10820	7	0	"0.0110457904672"	0	0	"-"	0	0	"-"	0	0	"-"	0	0	0.0110457904672	"4:0"	"3:0"	0	0	31	31	"5"	"-1.06156210539537"	"0.34591503232557"	"0.894908073736877"	"0.451"	"0.276"	5	-1.06156210539537	0.34591503232557	0.894908073736877	0.433	0.269	0	0.0160692212608158
"chr1"	"NDUFS2"	161166924	"+"	"chr1"	"NDUFS2"	161171935	"+"	"no_fusion-acceptor_local-intrachrom_plus_reg"	23	0.0075329566855	"-21"	-2389	-2	0	"False"	25504	20	0	"0.909726551464"	0	0	"-"	0	0	"-"	0	7	"-"	4	0	0.909726551464	"22:0"	"12:0"	0	0	115	115	"9"	"-9.76964691289839"	"5.71605311334286e-05"	"0.00972727759187074"	"0.235"	"0.086"	9	-9.76964691289839	5.71605311334286e-05	0.00972727759187074	0.22	0.069	0	0.0284301606922126
"chr9"	"FGD3"	95716368	"+"	"chr9"	"FGD3"	95768305	"+"	"no_fusion-acceptor_local-intrachrom_plus_reg"	2	0	"-33"	6357	-1	0	"False"	53207	3	0	"0.0454832408057"	4	0	"0.0460138598712"	0	0	"-"	0	0	"-"	1	0	0.0129271604569	"5:0"	"3:0"	0	0	641	641	"5"	"-0.345469955340578"	"0.707887599726205"	"0.96849525440704"	"0.572"	"0.372"	5	-0.345469955340578	0.707887599726205	0.96849525440704	0.558	0.354	0	0.00741656365883807
"chr13"	"IFT88"	21125732	"+"	"chr13"	"IFT88"	21148522	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	4	0.003300330033	"0"	-15663	3	0	"True"	8925	2	0	"0.941506882586"	4	0	"0.855793420451"	0	0	"-"	0	0	"-"	0	0	0.981604954754	"2:0"	"4:0"	0	0	130	130	"2"	"-0.0652209274254084"	"0.93686046234223"	"0.994357146263007"	"0.442"	"0.236"	2	-0.0652209274254084	0.93686046234223	0.994357146263007	0.464	0.225	0	0.0135970333745365
"chr2"	"HADHB"	26468288	"+"	"chr2"	"HADHB"	26496525	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	4	0.00335570469799	"-11"	430	6	0	"False"	36367	4	0	"0.958095202463"	3	0	"0.307351902293"	0	0	"-"	0	0	"-"	1	0	0.904875362081	"5:0"	"3:0"	0	0	136	136	"3"	"-0.142310137002015"	"0.867352216752288"	"0.989187210280343"	"0.522"	"0.315"	3	-0.142310137002015	0.867352216752288	0.989187210280343	0.525	0.273	0	0.0111248454882571
"chr21"	"IFNGR2"	34793993	"+"	"chr21"	"IFNGR2"	34804489	"+"	"no_fusion-donor_local-intrachrom_plus_reg"	7	0.00442477876106	"-34"	1	5	0	"False"	30569	14	0	"0.221129837964"	4	0	"0.855793420451"	0	0	"-"	0	0	"-"	0	0	0.386357417435	"8:0"	"11:0"	0	0	48	48	"12"	"-1.34403445029974"	"0.260791393384693"	"0.882015123773417"	"0.777"	"0.534"	12	-1.34403445029974	0.260791393384693	0.882015123773417	0.767	0.51	0	0.00247218788627936
"chr9"	"C9orf3"	97844963	"+"	"chr9"	"MIR27B"	97847793	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	3	0	"-10"	-38	66	0	"False"	53322	9	0	"0.210724573052"	0	0	"-"	0	0	"-"	0	2	"-"	0	0	0.210724573052	"7:0"	"4:0"	0	0	31	0	"6"	"-4.7851000902027"	"0.00835328762384823"	"0.0744993248289534"	"0.216"	"0.153"	6	-4.7851000902027	0.00835328762384823	0.0744993248289534	0.221	0.131	0	0.0284301606922126
"chr1"	"CD55"	207510764	"+"	"chr1"	"CD55"	207532897	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	4	0	"-10"	10	6	0	"False"	26717	5	0	"0.828154224683"	3	0	"0.307351902293"	0	0	"-"	0	0	"-"	0	0	0.763059452116	"1:0"	"7:0"	0	0	14	14	"4"	"-1.92567773512631"	"0.145776925226346"	"0.508268816540871"	"0.257"	"0.182"	4	-1.92567773512631	0.145776925226346	0.508268816540871	0.257	0.177	0	0.0234857849196539
"chr11"	"PCF11"	82895891	"+"	"chr11"	"ANKRD42"	82904791	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	6	0.0043956043956	"-36"	-944	-500	0	"False"	3410	17	0	"0.944400504658"	9	0	"0.395688538303"	0	0	"-"	0	0	"-"	0	2	0.91341108908	"11:0"	"17:0"	0	0	44	33	"18"	"-16.7874853885344"	"5.12020949608274e-08"	"4.78912367945573e-05"	"0.225140389730106"	"0.0273907365886476"	18	-16.7874853885344	5.12020949608274e-08	4.78912367945573e-05	0.225140389730106	0.0273907365886476	0	0.0284301606922126
"chr9"	"GPR107"	132866832	"+"	"chr9"	"GPR107"	132869973	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	4	0	"-31"	3	198	0	"False"	54138	12	0	"0.0951131106115"	9	0	"0.874563908399"	0	0	"-"	0	0	"-"	0	0	0.312127203478	"12:0"	"9:0"	0	0	16	16	"17"	"-13.1539463026803"	"1.93782121188568e-06"	"0.00213544804165153"	"0.434578625832381"	"0.081820533255044"	17	-13.1539463026803	1.93782121188568e-06	0.00213544804165153	0.434578625832381	0.081820533255044	0	0.0160692212608158
"chr1"	"NBPF15"	148556265	"+"	"chr1"	"NBPF9"	144594397	"+"	"no_fusion-niether_distant-intrachrom_plus_reg"	4	0.00332225913621	"-15"	-2021	-20562	0	"False"	24514	20	0	"0.357552025509"	0	0	"-"	0	0	"-"	0	0	"-"	1	5	0.357552025509	"9:0"	"17:0"	0	0	39	35	"14"	"-15.942845174011"	"1.19154463369997e-07"	"0.000967057402736856"	"0.224"	"0.047"	14	-15.942845174011	1.19154463369997e-07	0.000967057402736856	0.231	0.04	0	0.0271940667490729
"chr1"	"TXLNA"	32645346	"+"	"chr1"	"TXLNA"	32650124	"+"	"no_fusion-acceptor_local-intrachrom_plus_reg"	2	0	"-30"	-31	-2	0	"False"	28120	5	0	"0.0370099502341"	0	0	"-"	0	0	"-"	0	0	"-"	0	0	0.0370099502341	"2:0"	"3:0"	0	0	70	70	"3"	"-0.0661217869125151"	"0.936016862746036"	"0.998114293136151"	"0.727"	"0.351"	3	-0.0661217869125151	0.936016862746036	0.998114293136151	0.749	0.315	0	0.00247218788627936
"chr4"	"ADRA2C"	3769345	"+"	"chr4"	"ADRA2C"	3769914	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	3	0	"-25"	-908	1618	0	"False"	42347	8	0	"0.253111250582"	0	0	"-"	0	0	"-"	0	0	"-"	0	0	0.253111250582	"5:0"	"3:0"	0	0	0	0	"5"	"-2.25224885673874"	"0.105162463126507"	"0.488439133332391"	"0.309"	"0.207"	5	-2.25224885673874	0.105162463126507	0.488439133332391	0.3	0.199	0	0.0210135970333745
"chr19"	"CD37"	49839026	"+"	"chr19"	"CD37"	49840166	"+"	"no_fusion-acceptor_local-intrachrom_plus_reg"	8	0.200996677741	"0"	-17	0	0	"False"	22544	6	0	"0.807219804847"	3	0	"0.307351902293"	0	0	"-"	0	0	"-"	0	0	0.814604729824	"7:0"	"2:0"	0	0	46	46	"3"	"-0.178011445756922"	"0.836932844104053"	"0.991223364404425"	"0.545"	"0.303"	3	-0.178011445756922	0.836932844104053	0.991223364404425	0.558	0.268	0	0.00741656365883807
"chr3"	"THRB"	24160880	"-"	"chr3"	"THRB"	24160868	"-"	"no_fusion-niether_local-intrachrom_minus_rev"	2	0	"-10"	2235	-3748	0	"False"	39481	10	0	"0.624609054072"	0	0	"-"	0	0	"-"	0	2	"-"	0	0	0.624609054072	"7:0"	"5:0"	0	0	35	35	"7"	"-0.586398329413805"	"0.556327388706767"	"0.952682448931854"	"0.673"	"0.433"	7	-0.586398329413805	0.556327388706767	0.952682448931854	0.649	0.407	0	0.00370828182941904
"chr19"	"LENG8"	54956350	"+"	"chr19"	"LENG8"	54959345	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	5	0	"-10"	-4138	-720	0	"False"	19670	13	0	"0.869703734374"	0	0	"-"	0	0	"-"	0	1	"-"	0	0	0.869703734374	"9:0"	"6:0"	0	0	0	0	"9"	"-8.79036511290464"	"0.000152192390134247"	"0.00838635376304456"	"0.229"	"0.105"	9	-8.79036511290464	0.000152192390134247	0.00838635376304456	0.215	0.08	0	0.0284301606922126
"chr20"	"EEF1A2"	62124506	"-"	"chr20"	"EEF1A2"	62120572	"-"	"no_fusion-niether_local-intrachrom_minus_rev"	9	0	"-20"	16	67	0	"False"	29187	26	0	"0.120938593127"	16	1	"0.393171499055"	0	0	"-"	0	0	"-"	1	1	0.137191657804	"27:0"	"17:0"	0	0	499	499	"35"	"-8.50683995405569"	"0.000202081403512391"	"0.420532323088809"	"0.8858561035825"	"0.606852011755236"	35	-8.50683995405569	0.000202081403512391	0.420532323088809	0.8858561035825	0.606852011755236	0	0
"chrX"	"DKC1"	153995639	"+"	"chrX"	"DKC1"	153997441	"+"	"no_fusion-acceptor_local-intrachrom_plus_reg"	3	0	"-29"	-18	-1	0	"False"	57033	5	0	"0.0222653850644"	5	0	"0.085230115907"	0	0	"-"	0	0	"-"	0	1	0.0104871530795	"3:0"	"8:0"	0	0	73	73	"5"	"-0.877683127946879"	"0.415745024733813"	"0.90814870847712"	"0.46"	"0.293"	5	-0.877683127946879	0.415745024733813	0.90814870847712	0.451	0.284	0	0.0148331273176761
"chr9"	"PIP5K1B"	71437567	"+"	"chr9"	"PIP5K1B"	71473906	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	3	0	"-31"	-32	-4847	0	"False"	52890	5	0	"0.000515611794866"	7	0	"0.186517038023"	0	0	"-"	0	0	"-"	0	2	0.00212386885184	"7:0"	"7:0"	0	0	46	46	"9"	"-8.882735094579"	"0.000138764113085488"	"0.00670328071550861"	"0.219"	"0.103"	9	-8.882735094579	0.000138764113085488	0.00670328071550861	0.204	0.08	0	0.0321384425216316
"chrX"	"USP9X"	41010310	"+"	"chrX"	"USP9X"	41012185	"+"	"no_fusion-donor_local-intrachrom_plus_reg"	13	0	"0"	0	-16	0	"True"	57418	8	0	"0.999107490528"	18	0	"0.999176908657"	0	0	"-"	0	0	"-"	0	1	0.999997313643	"14:0"	"13:0"	0	0	55	55	"11"	"-4.22546048141229"	"0.0146186015651748"	"0.126737709843352"	"0.423"	"0.304"	11	-4.22546048141229	0.0146186015651748	0.126737709843352	0.419	0.29	0	0.0160692212608158
"chr7"	"TRRAP"	98534892	"+"	"chr7"	"TRRAP"	98535320	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	4	0	"-35"	-8	47	0	"True"	49148	1	0	"0.361728992262"	5	0	"0.235148566981"	0	0	"-"	0	0	"-"	10	0	0.272629808056	"8:0"	"8:0"	0	0	27	27	"5"	"-0.98081768728064"	"0.375004337174239"	"0.797777715261768"	"0.414"	"0.284"	5	-0.98081768728064	0.375004337174239	0.797777715261768	0.379	0.274	0	0.0173053152039555
"chr19"	"ZNF749"	57954686	"+"	"chr19"	"ZNF749"	57955466	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	2	0	"0"	1307	807	0	"True"	19800	9	0	"0.122114826"	0	0	"-"	0	0	"-"	0	2	"-"	0	0	0.122114826	"8:0"	"7:0"	0	0	14	14	"6"	"-1.05008538560101"	"0.349907870741741"	"0.83539811049032"	"0.495"	"0.324"	6	-1.05008538560101	0.349907870741741	0.83539811049032	0.464	0.311	0	0.0135970333745365
"chr1"	"C1orf21"	184476788	"+"	"chr1"	"C1orf21"	184502101	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	2	0	"-28"	-28	25379	0	"False"	26213	5	0	"0.268307694387"	0	0	"-"	0	0	"-"	0	0	"-"	0	0	0.268307694387	"3:0"	"2:0"	0	0	8	8	"3"	"-1.00832604287813"	"0.364829177106063"	"0.857439458894081"	"0.31"	"0.183"	3	-1.00832604287813	0.364829177106063	0.857439458894081	0.271	0.165	0	0.0234857849196539
"chr12"	"DDX11"	31289626	"+"	"chr12"	"DDX11"	31297841	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	6	0.00663716814159	"-37"	31901	41100	0	"False"	7756	23	0	"0.000189595882749"	0	0	"-"	0	0	"-"	0	0	"-"	1	23	0.000189595882749	"20:0"	"28:0"	0	0	36	36	"21"	"-17.3927156877017"	"2.79537161895667e-08"	"0.000467660819506732"	"0.422923414430416"	"0.0419418558151339"	21	-17.3927156877017	2.79537161895667e-08	0.000467660819506732	0.422923414430416	0.0419418558151339	0	0.0160692212608158
"chr7"	"TRRAP"	98548631	"+"	"chr7"	"TRRAP"	98552721	"+"	"no_fusion-acceptor_local-intrachrom_plus_reg"	3	0	"0"	4	0	0	"True"	49160	5	0	"0.65564364984"	0	0	"-"	0	0	"-"	0	0	"-"	0	0	0.65564364984	"4:0"	"1:0"	0	0	27	27	"2"	"-0.106371479319535"	"0.8990905924709"	"0.9928046461592"	"0.419"	"0.221"	2	-0.106371479319535	0.8990905924709	0.9928046461592	0.434	0.206	0	0.0160692212608158
"chr16"	"ZC3H18"	88677699	"+"	"chr16"	"ZC3H18"	88677877	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	4	0	"-10"	-245	201	0	"False"	13691	20	0	"0.557970949082"	17	0	"0.0705344201951"	0	0	"-"	0	0	"-"	0	2	0.296282609206	"14:0"	"25:0"	0	0	117	117	"33"	"-19.098395132263"	"5.07776246382978e-09"	"6.37871771211672e-06"	"0.407960421689115"	"0.1290679970975"	33	-19.098395132263	5.07776246382978e-09	6.37871771211672e-06	0.407960421689115	0.1290679970975	0	0.0173053152039555
"chr1"	"RPRD2"	150444790	"+"	"chr1"	"TARS2"	150463077	"+"	"no_fusion-acceptor_local-intrachrom_plus_reg"	2	0	"-10"	-4251	0	0	"False"	24780	6	0	"0.370495437798"	0	0	"-"	0	0	"-"	0	0	"-"	0	0	0.370495437798	"3:0"	"3:0"	0	0	64	99	"4"	"-1.8643183225262"	"0.15500183513905"	"0.59583851187839"	"0.285"	"0.186"	4	-1.8643183225262	0.15500183513905	0.59583851187839	0.271	0.178	0	0.0234857849196539
"chr7"	"PNPLA8"	108119650	"-"	"chr7"	"PNPLA8"	108113121	"-"	"no_fusion-acceptor_local-intrachrom_minus_rev"	3	0.00442477876106	"-25"	22	2	0	"False"	49683	14	0	"0.318841830971"	7	0	"0.496504024344"	0	0	"-"	0	0	"-"	0	0	0.368495913973	"10:0"	"11:0"	0	0	69	69	"17"	"-1.95354969566466"	"0.141769937222548"	"0.653818654886371"	"0.799242104856396"	"0.715964703744724"	17	-1.95354969566466	0.141769937222548	0.653818654886371	0.799242104856396	0.715964703744724	0	0
"chr17"	"NAT9"	72768365	"-"	"chr17"	"NAT9"	72768178	"-"	"no_fusion-niether_local-intrachrom_minus_rev"	7	0.00331125827815	"-10"	8	-15	0	"False"	16042	23	0	"0.00249664847597"	5	0	"0.0237532174645"	0	0	"-"	0	2	"-"	6	0	0.000613014292999	"23:0"	"13:0"	0	0	40	40	"22"	"-24.3235477452598"	"2.73160207484196e-11"	"5.50106322245145e-05"	"0.318254148175728"	"0.00336572159857372"	22	-24.3235477452598	2.73160207484196e-11	5.50106322245145e-05	0.318254148175728	0.00336572159857372	0	0.0197775030902349
"chr11"	"FOLR2"	71932716	"+"	"chr11"	"FOLR2"	71929680	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	4	0	"-10"	-278	63	0	"False"	3135	3	0	"0.428398245171"	0	0	"-"	0	0	"-"	0	0	"-"	0	0	0.428398245171	"0"	"4:0"	0	0	91	91	"2"	"-0.603830135273119"	"0.546713633669665"	"0.95431508781514"	"0.254"	"0.147"	2	-0.603830135273119	0.546713633669665	0.95431508781514	0.243	0.14	0	0.0247218788627936
"chr19"	"PLK5"	1528971	"+"	"chr19"	"PLK5"	1533725	"+"	"no_fusion-donor_local-intrachrom_plus_reg"	2	0	"-10"	-2	-205	0	"False"	20727	6	0	"0.000617733191782"	0	0	"-"	0	0	"-"	0	1	"-"	1	0	0.000617733191782	"6:0"	"4:0"	0	0	18	18	"5"	"-3.8566336622623"	"0.0211390410326629"	"0.121790023773039"	"0.212"	"0.146"	5	-3.8566336622623	0.0211390410326629	0.121790023773039	0.209	0.138	0	0.030902348578492
"chr9"	"OLFM1"	137979253	"+"	"chr9"	"OLFM1"	137982040	"+"	"no_fusion-acceptor_local-intrachrom_plus_reg"	6	0.00220264317181	"-35"	-2937	-1	0	"False"	54515	14	0	"0.673250329803"	7	0	"0.619180123893"	0	0	"-"	0	0	"-"	0	0	0.735972498257	"13:0"	"8:0"	0	0	100	100	"13"	"-8.42338204652838"	"0.000219670459376537"	"0.0267760178644201"	"0.375"	"0.162"	13	-8.42338204652838	0.000219670459376537	0.0267760178644201	0.393	0.151	0	0.0173053152039555
"chr7"	"AGAP3"	150787215	"+"	"chr7"	"AGAP3"	150787577	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	3	0.00442477876106	"-35"	3056	3751	0	"False"	50428	18	0	"0.214653726077"	12	0	"0.217615528274"	0	0	"-"	0	0	"-"	0	3	0.18744096176	"18:0"	"15:0"	0	0	53	53	"28"	"-22.1806846799482"	"2.32836487303716e-10"	"1.84833438131989e-05"	"0.375732179048703"	"0.0315799720482592"	28	-22.1806846799482	2.32836487303716e-10	1.84833438131989e-05	0.375732179048703	0.0315799720482592	0	0.0173053152039555
"chr8"	"PPP1R16A"	145728503	"+"	"chr8"	"GPT"	145729687	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	3	0.00446428571429	"-10"	999	222	0	"False"	52274	8	0	"0.393171499055"	1	0	"0.0195330175856"	0	0	"-"	0	0	"-"	0	0	0.230828257149	"6:0"	"3:0"	0	0	0	42	"6"	"-7.50080781256097"	"0.000552637762058453"	"0.0800248618566517"	"0.222"	"0.077"	6	-7.50080781256097	0.000552637762058453	0.0800248618566517	0.224	0.066	0	0.0284301606922126
"chr6"	"FAM8A1"	17600881	"+"	"chr6"	"FAM8A1"	17608426	"+"	"no_fusion-acceptor_local-intrachrom_plus_reg"	2	0	"-10"	-471	0	0	"False"	46947	6	0	"0.986501213632"	0	0	"-"	0	0	"-"	0	0	"-"	0	0	0.986501213632	"1:0"	"5:0"	0	0	27	27	"2"	"-0.201441058121385"	"0.817551764176826"	"0.981999358808464"	"0.333"	"0.195"	2	-0.201441058121385	0.817551764176826	0.981999358808464	0.342	0.185	0	0.0185414091470952
"chr19"	"POLD1"	50918823	"+"	"chr19"	"POLD1"	50918980	"+"	"no_fusion-acceptor_local-intrachrom_plus_reg"	5	0.00540540540541	"-36"	-24	-1	0	"False"	19519	9	0	"0.476589576111"	5	0	"0.351808369033"	0	0	"-"	0	0	"-"	1	0	0.452517090848	"10:0"	"5:0"	0	0	31	31	"10"	"-2.13304675332495"	"0.118475776938322"	"0.801043783530118"	"0.663"	"0.394"	10	-2.13304675332495	0.118475776938322	0.801043783530118	0.629	0.388	0	0.00370828182941904
"chr7"	"CCDC136"	128452968	"+"	"chr7"	"FLNC"	128469993	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	8	0.00657894736842	"-17"	-15	-490	0	"False"	49836	11	0	"0.147649692408"	0	0	"-"	0	0	"-"	0	0	"-"	0	0	0.147649692408	"5:0"	"6:0"	0	0	466	0	"3"	"-1.31296489818248"	"0.269021252161674"	"0.770869984471435"	"0.275"	"0.164"	3	-1.31296489818248	0.269021252161674	0.770869984471435	0.241	0.155	0	0.0259579728059332
"chr22"	"TIMP3"	33198101	"+"	"chr22"	"TIMP3"	33219395	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	3	0	"-11"	-7	22593	0	"False"	32218	10	0	"7.36310487026e-08"	0	0	"-"	0	0	"-"	0	3	"-"	0	0	7.36310487026e-08	"9:0"	"5:0"	0	0	79	79	"8"	"-7.83883674290161"	"0.000394127245414338"	"0.149558757151257"	"0.334"	"0.102"	8	-7.83883674290161	0.000394127245414338	0.149558757151257	0.325	0.088	0	0.0185414091470952
"chrX"	"PPEF1"	18707026	"+"	"chrX"	"PPEF1"	18709558	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	2	0	"0"	-2187	513	0	"True"	57167	4	0	"0.000164004508663"	0	0	"-"	0	0	"-"	0	0	"-"	0	0	0.000164004508663	"1:0"	"3:0"	0	0	3	3	"2"	"-0.139809870715442"	"0.869523541572401"	"0.993814637676926"	"0.436"	"0.212"	2	-0.139809870715442	0.869523541572401	0.993814637676926	0.452	0.2	0	0.0148331273176761
"chr17"	"STARD3"	37814103	"+"	"chr17"	"STARD3"	37814975	"+"	"no_fusion-both_local-intrachrom_plus_reg"	3	0	"-22"	-2	0	0	"False"	17863	1	0	"0.585711589069"	4	0	"0.267105861258"	0	0	"-"	0	0	"-"	0	0	0.428398245171	"2:0"	"3:0"	0	0	120	120	"2"	"-0.822856468321773"	"0.439175370558857"	"0.954310162017117"	"0.254"	"0.137"	2	-0.822856468321773	0.439175370558857	0.954310162017117	0.243	0.126	0	0.0247218788627936
"chr6"	"STK19"	31940661	"+"	"chr6"	"STK19"	31946677	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	2	0	"-33"	127	-3	0	"False"	47421	5	0	"0.268307694387"	1	0	"0.0681777140242"	0	0	"-"	0	0	"-"	0	0	0.175642615601	"2:0"	"4:0"	0	0	32	32	"5"	"-1.87425069563738"	"0.153469919452482"	"0.699421185908031"	"0.368"	"0.225"	5	-1.87425069563738	0.153469919452482	0.699421185908031	0.353	0.217	0	0.0185414091470952
"chr3"	"ALAS1"	52227486	"+"	"chr3"	"ALAS1"	52228194	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	2	0	"-19"	-4785	-3905	0	"False"	37083	14	0	"0.0197930678525"	0	0	"-"	0	0	"-"	0	0	"-"	2	0	0.0197930678525	"8:0"	"9:0"	0	0	35	35	"11"	"-1.37552370711587"	"0.252707216576249"	"0.901404178162171"	"0.764"	"0.503"	11	-1.37552370711587	0.252707216576249	0.901404178162171	0.754	0.464	0	0.00247218788627936
"chr16"	"KIAA0556"	27689281	"+"	"chr16"	"KIAA0556"	27704371	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	10	0	"-10"	-36	-5278	0	"False"	14957	29	0	"0.186126006148"	7	0	"0.186517038023"	0	0	"-"	0	0	"-"	1	0	0.141328052766	"18:0"	"19:0"	0	0	174	174	"30"	"-34.7045362652749"	"8.47249659516347e-16"	"1.08730521704819e-06"	"0.274580063277348"	"0.000379733486156543"	30	-34.7045362652749	8.47249659516347e-16	1.08730521704819e-06	0.274580063277348	0.000379733486156543	0	0.0234857849196539
"chr8"	"FGF20"	16801850	"-"	"chr8"	"TUSC3"	15480586	"+"	"no_fusion-niether_distant-intrachrom_inversion_invert"	3	0	"-26"	-48484	-3	0	"False"	52320	46	1	"0.0"	5	0	"0.085230115907"	0	0	"-"	0	0	"-"	9	1	0	"31:0"	"31:0"	0	0	0	244	"48"	"-17.5796234548664"	"2.31881734144848e-08"	"5.54088101845502e-05"	"0.695740972354488"	"0.382280342787335"	48	-17.5796234548664	2.31881734144848e-08	5.54088101845502e-05	0.695740972354488	0.382280342787335	0	0.00370828182941904
"chr9"	"PTCH1"	98211976	"-"	"chr9"	"PTCH1"	98211941	"-"	"no_fusion-niether_local-intrachrom_minus_rev"	2	0	"-31"	-147	-281	0	"False"	53344	25	0	"4.90774139139e-06"	0	0	"-"	0	0	"-"	0	0	"-"	0	0	4.90774139139e-06	"16:0"	"9:0"	0	0	42	42	"23"	"-17.4045997543351"	"2.76234785335132e-08"	"0.000205987243638031"	"0.414110381253191"	"0.0592474301555719"	23	-17.4045997543351	2.76234785335132e-08	0.000205987243638031	0.414110381253191	0.0592474301555719	0	0.0173053152039555
"chr1"	"SCNN1D"	1222301	"+"	"chr1"	"SCNN1D"	1222488	"+"	"no_fusion-acceptor_local-intrachrom_plus_reg"	13	0	"-33"	-54	-1	0	"False"	24248	41	0	"0.973557126975"	21	0	"0.447544371969"	0	0	"-"	0	5	"-"	0	1	0.96354779133	"35:0"	"37:0"	0	0	83	83	"36"	"-19.4213726289429"	"3.676249989403e-09"	"1.47271322837248e-06"	"0.386392688873803"	"0.156053157934726"	36	-19.4213726289429	3.676249989403e-09	1.47271322837248e-06	0.386392688873803	0.156053157934726	0	0.0173053152039555
"chr4"	"HTT"	3247153	"+"	"chr4"	"MSANTD1"	3248319	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	3	0	"0"	1466	-2448	0	"True"	42291	5	0	"0.74862807316"	0	0	"-"	0	0	"-"	0	0	"-"	0	0	0.74862807316	"3:0"	"2:0"	0	0	15	25	"2"	"-0.0538909828869352"	"0.947535398445067"	"0.998253951405034"	"0.579"	"0.247"	2	-0.0538909828869352	0.947535398445067	0.998253951405034	0.593	0.228	0	0.00370828182941904
